"Title","Desc","Type","BodyPart","Equipment","Level","Rating","RatingDesc","Title_Original","BodyPart_Original","Equipment_Original","HasRating","RatingCategory","ComplexityScore","DescLength","ShortDesc"
"TBS EZ-Bar Curl","The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.","Strength","Arms","Other","Intermediate",NA,"","TBS EZ-Bar Curl","Biceps","E-Z Curl Bar",FALSE,"Nie oceniono",3,261,"The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate t..."
"Standing EZ-bar curl","The standing EZ-bar curl is a popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper-body or arm-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.","Strength","Arms","Other","Intermediate",NA,"","Standing EZ-bar curl","Biceps","E-Z Curl Bar",FALSE,"Nie oceniono",3,248,"The standing EZ-bar curl is a popular exercise targeting the biceps. It is commonly performed for moderate to high reps ..."
"Calf SMR","Calf self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the calf muscles of the lower leg, some people find they can cause this often painful and tight muscle to relax or ""release."" Calf SMR is often accompanied by SMR on the quadriceps muscles, or by stretches that target the calves.","Stretching","Legs","Other","Beginner",6,"Average","Calf SMR","Calves","Foam Roll",TRUE,"Średnie (6.0-6.9)",2,450,"Calf self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam..."
"Standing barbell calf raise","The standing barbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either using a barbell or Smith machine bar if balance is a problem.","Strength","Legs","Barbell","Beginner",8.2,"Average","Standing barbell calf raise","Calves","Barbell",TRUE,"Bardzo dobre (8.0-8.9)",2,248,"The standing barbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gast..."
"Smith machine standing calf raise","The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.","Strength","Legs","Barbell","Intermediate",NA,"","Smith machine standing calf raise","Calves","Barbell",FALSE,"Nie oceniono",3,289,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the ..."
"Standing Dumbbell Calf Raise","The standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. It can be performed for time or for reps, either two dumbbells, or one if balance is a problem and you would like to use your free hand to hold a fixed object.","Strength","Legs","Dumbbell","Intermediate",NA,"","Standing Dumbbell Calf Raise","Calves","Dumbbell",FALSE,"Nie oceniono",3,304,"The standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, and in particular th..."
"Single-leg standing dumbbell calf raise","The single-leg standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either with two dumbbells or with one if balance is a problem and you would like to use your free hand to hold a fixed object.","Strength","Legs","Dumbbell","Intermediate",NA,"","Single-leg standing dumbbell calf raise","Calves","Dumbbell",FALSE,"Nie oceniono",3,318,"The single-leg standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, particula..."
"Dumbbell walking calf raise","The dumbbell walking calf raise is a dynamic exercise targeting the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for distance or for reps.","Strength","Legs","Dumbbell","Intermediate",NA,"","Dumbbell walking calf raise","Calves","Dumbbell",FALSE,"Nie oceniono",3,183,"The dumbbell walking calf raise is a dynamic exercise targeting the calf muscles of the lower leg, particularly the gast..."
"Weighted donkey calf raise","The weighted donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training.","Strength","Legs","Other","Intermediate",7.4,"Average","Weighted donkey calf raise","Calves","Other",TRUE,"Dobre (7.0-7.9)",3,412,"The weighted donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most ..."
"Single-leg machine seated calf raise","The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more.","Strength","Legs","Other","Intermediate",NA,"","Single-leg machine seated calf raise","Calves","Other",FALSE,"Nie oceniono",3,266,"The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the so..."
"Smith Machine Calf Raise","The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.","Strength","Legs","Machine","Intermediate",9.2,"Average","Smith Machine Calf Raise","Calves","Machine",TRUE,"Doskonałe (9.0+)",2.5,289,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the ..."
"Standing Calf Raises","The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.","Strength","Legs","Machine","Beginner",9,"Average","Standing Calf Raises","Calves","Machine",TRUE,"Doskonałe (9.0+)",1.5,203,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastroc..."
"Calf Press On The Leg Press Machine","The leg press calf raise is an exercise that uses the leg press machine to work the calves. With the toes and balls of your feet on the platform but heels off, you push forward to work the calves.","Strength","Legs","Machine","Intermediate",8.7,"Average","Calf Press On The Leg Press Machine","Calves","Machine",TRUE,"Bardzo dobre (8.0-8.9)",2.5,196,"The leg press calf raise is an exercise that uses the leg press machine to work the calves. With the toes and balls of y..."
"Calf Press","The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.","Strength","Legs","Machine","Beginner",8.5,"Average","Calf Press","Calves","Machine",TRUE,"Bardzo dobre (8.0-8.9)",1.5,203,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastroc..."
"Seated Single-Leg Calf Press - Gethin Variation","The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more.","Strength","Legs","Machine","Intermediate",NA,"","Seated Single-Leg Calf Press - Gethin Variation","Calves","Machine",FALSE,"Nie oceniono",2.5,266,"The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the so..."
"Seated Calf Raise - Gethin Variation","The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.","Strength","Legs","Machine","Intermediate",NA,"","Seated Calf Raise - Gethin Variation","Calves","Machine",FALSE,"Nie oceniono",2.5,273,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle..."
"Donkey Calf Raise - Gethin Variation","The donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training.","Strength","Legs","Machine","Intermediate",NA,"","Donkey Calf Raise - Gethin Variation","Calves","Machine",FALSE,"Nie oceniono",2.5,403,"The donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominent..."
